company_id,company_name,company_type,email_domain,company_website,company_logo
ee9c5b78-251f-4577-8601-8332fa0066e6,RiskMinute,carrier,riskminute.com,https://www.riskminute.com,riskminute.svg
7df043d5-d1da-4593-8339-8ff049932ed4,CNA,carrier,cna.com,https://www.cna.com,cna.png
335305af-a5c7-40c2-b6cc-594165825a92,American Family Insurance,carrier,amfam.com,https://www.amfam.com,american_family.png
882fac1b-768d-4d64-b744-3a6efca6edbc,Nationwide,carrier,nationwide.com,https://www.nationwide.com,nationwide.png
61ef07b9-4e79-48df-9f2d-7f5773cee24c,Dohrmann Insurance,broker,dohrins.com,https://www.dorhins.com,dorhmann.png
0c585f30-df80-4530-86b9-af90d7d8b59d,ICW,carrier,icwgroup.com,https://www.icwgroup.com/,ICWGroupLogobw.png
ab5ec825-7117-4bd1-a908-d81de0505028,Risico,carrier,risico.com,https://risico.com/,risicologobw.png
253d1d11-edd3-4678-bae1-7836b79b7689,Liberty Mutual,carrier,libertymutual.com,https://www.libertymutual.com/,LibertyMutualLogobw.png
8b0f9f5c-bc68-43a2-9f88-d9ce65b33880,Midwest,carrier,midins.com,https://www.midins.com/,midwestlogobw.png
93c97712-730a-4bed-a444-5684fd517b2c,Patriot National,carrier,patriotnational.com,http://patriotnational.com/,PNUlogobw.png
c0449272-f234-40ea-9d52-5bed21213c6f,PIE Insurance,carrier,pieinsurance.com,https://pieinsurance.com/,pieinsurancelogobw.png
261a525e-44b3-4ca7-8952-865804903653,Republic Indemnity,carrier,ri-net.com,https://www.republicindemnity.com/,republicindemitylogobw.png
ddc143bb-79a5-4a00-90cc-d53721cdb32e,The Zenith Insurance,carrier,thezenith.com,https://www.thezenith.com/,Zenithlogobw.png
2960a1b4-6ecf-407a-90a9-d7d93b06e0f6,Travelers,carrier,travelers.com,https://www.travelers.com/,travelerslogobw.png
c742fe40-8e99-4488-a7fa-695759ac4594,Fireman's Fund,carrier,firemansfund.com,https://www.hmia.com/insurance-company/firemans-fund,firemansfundlogobw.png
c01e3bf8-0b18-4348-b194-f4dcfb21141f,JJ Negley,carrier,jjnegley.com,https://www.jjnegley.com/,NegleyLogobw.png
c12af9ba-0d29-40f8-955e-ff77b74924fa,Omaha National,carrier,omahanational.com,https://www.omahanational.com/,omahanationallogobw.png
4a26cc09-4bb2-4bb1-988d-13937fab72ea,Mid Western Insurance,carrier,mwiainsurance.com,https://midwesterninsurance.com/,Midwesternbw.png
313fc125-3006-4857-8285-f2c35e9d7961,Amtrust,carrier,amtrustgroup.com,https://amtrustfinancial.com/,amtrustbw.png
2e733b06-e82a-420a-9656-5c01fa51f1b4,Atlas,carrier,atlas.us.com,https://www.atlas.us.com/,Atlas_Logo_2021_Color_Website.webp
f7030d01-56e1-4611-aa0d-37352a83f2af,Applied Underwriters,carrier,auw.com,https://www.auw.com/,AppliedUnderwritersLogobw.png
0f778ae4-d1bb-4d2a-ae15-40f4cd56c6b9,Hartford,carrier,thehartford.com,https://www.thehartford.com/,Hartfordlogobw.png
488394dd-ac32-4f91-aae0-9ba2e36854b7,Berkshire Hathaway Homestate Insurance,carrier,bhhc.com,https://www.bhhc.com/,berkshirelogobw.png
960ac3ca-c9c6-4533-8467-79c27c335688,All Risks,carrier,allrisks.com,https://www.allrisks.com,RSG-Logo-RGB-03192020.png
04f21f2d-9c82-43db-bb40-bff104123669,Hanover,carrier,hanover.com,https://www.hanover.com/,hanoverlogobw.png
2c7aaa02-f45c-4dfd-a99b-87d41ab5caa1,Capital Insurance Group,carrier,ciginsurance.com,https://www.ciginsurance.com/,cigbw.png
59fc5d42-19f0-4fc3-a693-16ad4fc0610c,Builders Insurance Services,carrier,insuranceBIS.com,https://insurancebis.com/,BIS_logo_color.png
4b4203f2-0176-4feb-8f33-f1a66b45255d,Crum & Forster,carrier,cfins.com,https://www.cfins.com/,cfins_logo_white.svg
e3717d9d-f8df-4eec-a150-85b90d1a2050,AMTrust Financial,carrier,amtrustfinancial.com,https://amtrustfinancial.com/,amtrust-financial_white.svg
a38d5278-b7ae-47c9-a9bb-69d67455d810,NAU Country,carrier,naucountry.com,https://naucountry.com/,naucountry_color.png
548b9b69-8195-4cf5-8f26-61ebb867d0aa,PAK Programs ,carrier,pakprograms.com,https://pakprograms.com/,pakprograms_color.png
092f3085-13f3-45fd-a0cf-e50dceac3af5,Fireman's Fund,carrier,ffic.com,https://www.hmia.com/insurance-company/firemans-fund,firemansfundlogobw.png
05befd4f-d2ee-4e58-9de3-d79ffb7fa9d5,Market Scout,carrier,marketscout.com	,https://marketscout.com/,MarketScout-logo-white-horizontal.png
2a30cedb-0251-4c00-913e-902b83bde19a,Arrowhead Exchange,carrier,arrowheadgrp.com,https://www.arrowheadgrp.com/,arrowhead_color.png
b57c37b0-0b41-405b-a9bf-6051c1ad4069,Rain and Hail,carrier,rainhail.com,https://www.rainhail.com/,rainhail_transparent_blue_300.png
f9b7667c-5b72-4db8-937c-7a717d0d2982,QBE North America,carrier,us.qbe.com,https://www.qbe.com/us,qbe_white.svg
121d3680-22e5-4c8e-96fc-dbeca02677ae,Breckenridge,carrier,breckis.com,https://www.breckis.com/,breckenridge_olor_Icon.png
0e50e0f8-74f7-4a8b-b552-7b8661d57ca3,Breckenridge (Formerly Blue River),carrier,blueriveruw.com,https://www.breckis.com/,breckenridge_olor_Icon.png
7ddabfa7-ef67-479e-8a84-811b638d9bc8,BTIS,carrier,btisinc.com,https://my.btisinc.com/,btis_logo-white.svg
3a8c4553-ea5d-43c4-9efb-fc55de0b6fa8,Allianz,carrier,agcs.allianz.com,https://www.allianz.com/,allianzbw.png
def13dee-1715-424c-9876-9b88a0c5a315,Chubb Agribusiness,carrier,chubbagribusiness.com,https://www.chubbagribusiness.com/,chubbbw.png
b69622a2-96ef-4fed-a8bc-b2137452a2ba,Chubb,carrier,chubb.com,https://www.chubb.com/,chubbbw.png
9e92fbcb-d687-47af-b888-ba5a4377da6b,Capital Insurance Group,carrier,ciginsurance.com,https://www.ciginsurance.com/,cigbw.png
c3e8b861-9306-4313-b521-be75a5d5b303,EMC Insurance,carrier,emcins.com,https://www.emcins.com/,emc_color.jpg
5ad61eee-084a-420f-a90a-e8aa11f82713,Acuity Insurance,carrier,acuity.com,https://www.acuity.com/,acuity-logo-300x100.png
411c3ca5-0231-4619-ab73-038adfe4298a,AF Group,carrier,afgroup.com,https://www.afgroup.com/,AFGroup_bw.svg
24ab371a-5d50-4416-8d9e-e2db09a090ad,AIG,carrier,aig.com,https://www.aig.com/,aig_logo_color.png
52a5fdeb-1548-47e3-9360-1b9e55ba3b9d,Alfa Insurance,carrier,alfainsurance.com,https://www.alfainsurance.com/,Alfa_logo_color.svg
4ae2755c-7b9d-4d09-8f3d-a78066f761b1,Ally Insurance,carrier,ally.com,https://allyinsurance.com/,ally_insurance_bw.svg
c11d7f3d-724d-48ca-acef-b24fc6f30f76,AmericanAg,carrier,aaic.com,https://www.aaic.com/,americanag_logo_color.jpg
cb3eb3ca-8e5b-42df-82a3-0ff195d9c0ca,American National Insurance,carrier,americannational.com,https://www.americannational.com/,american_national_color.png
90cd5305-ed7a-4c9f-8ad2-6db85cadac03,American Transit Insurance,carrier,american-transit.com,https://american-transit.com/,american_transit_color.png
3379376d-3801-485e-b7e4-e1f6ef03d90b,American Pet Insurance,carrier,americanpetinsurance.com,http://americanpetinsurance.com/,americanpetinsurance_logo_color.png
858ff772-3bf4-4b39-a89d-587cb308c34d,Amerisafe,carrier,amerisafe.com,https://www.amerisafe.com/,amerisafe.com.svg
7e60a500-c2d4-4337-9d39-ce2f352ad090,Amerisure,carrier,amerisure.com,https://www.amerisure.com/,amerisure.com.webp
584f28cb-5577-425b-927d-36d7a0fad4b3,Ameritrust Group,carrier,ameritrustgroup.com,https://www.ameritrustgroup.com/,ameritrustgroup.com.png
697b0314-fc9f-4bf3-a7d2-141be6b6e44a,State Compensation Insurance Fund,carrier,scif.com,https://www.statefundca.com/,scif_bw.png
ea9b5b70-b986-49d1-8025-22fb68b56058,American Reliable,carrier,americanreliable.com,https://americanreliable.com/,americanreliableag.com.png
87612457-909e-4773-93e2-5cbd70204486,Amica,carrier,amica.com,https://www.amica.com/,amica.com.svg
cfd7fc78-e15b-41dd-bf6b-aa3aa33fe939,Andover Companies,carrier,andovercompanies.com,https://www.andovercompanies.com/,andovercompanies.com.svg
e9557ba9-c86f-4fab-bad2-d169fef04ed9,Arbella Insurance,carrier,arbella.com,https://www.arbella.com/,arbella.com.png
39fdb475-9eaf-4459-b988-2aef9782a073,Arch Insurance,carrier,archinsurance.com,https://insurance.archgroup.com/,archinsurance.com.svg
cbc47198-d9b0-4c9e-8dfb-66c06d0c8676,Argo Group,carrier,argogroupus.com,https://www.argolimited.com/,argogroupus.com.svg
c0e28929-e0dc-4bb7-9c15-ad598d9fec73,Aspen,carrier,aspen-insurance.com,https://www.aspen.co,aspen.co.svg
8f7fa6d2-656c-49ac-adce-bd87ccd43899,Axis Capital,carrier,axiscapital.com,https://www./,axis.com.svg
37d049ba-3eee-4e87-932f-b77d0a1e2e18,Berkshire Hathaway,carrier,berkshirehathaway.com,https://berkshirehathaway.com/,NO LOGO
82cd787b-2892-41fe-84a7-41036fcdc21c,National Indemnity,carrier,nationalindemnity.com,https://www.nationalindemnity.com/,nationalindemnity.com.png
754bb37b-387c-42ca-a1c0-99a32625111b,Brotherhood Mutual,carrier,brotherhoodmutual.com,https://www.brotherhoodmutual.com/,brotherhoodmutual.com.png
672a5532-b62b-42e1-85c2-4e2d74117e15,Beazley,carrier,beazley.com,https://www.beazley.com/,beazley.com.png
a64caabf-2170-43a0-b352-58049b3e6fbd,Builders Mutual,carrier,buildersmutual.com,https://www.buildersmutual.com/,buildersmutual.com.jpg
7738962c-e849-4e0f-9833-9ebfdde70562,California Earthquake Authority,carrier,calquake.com,https://www.earthquakeauthority.com/,earthquakeauthority.com.png
3542dc5b-4671-4dcc-8c6b-5cd39195ae9d,Central Insurance,carrier,central-insurance.com,https://www.central-insurance.com/,central-insurance.com.svg
85e81bef-dde4-4840-abe7-6077c36cc0e9,Cherokee Insurance,carrier,insurecherokee.com,https://insurecherokee.com/,insurecherokee.com.png
73d6a213-66a6-41c7-91e4-3d24494f41d4,Church Mutual Insurance,carrier,churchmutual.com,https://www.churchmutual.com/,churchmutual.com.png
332d5bbc-bbb5-4fb9-97e4-bc61e92ec470,Cincinnati Insurance,carrier,cinfin.com,https://www.cinfin.com/,cinfin.com.png
7faa1a7f-d8ac-4007-ace8-504b7ca8a97e,CopperPoint Ins Group,carrier,copperpoint.com,https://www.copperpoint.com/,copperpoint.com.png
342d67d5-585b-463d-817d-4e2c5c28d093,Country Financial,carrier,countryfinancial.com,https://www.countryfinancial.com/,countryfinancial.com.png
38541e74-1b8b-48e8-a955-b1180a6540b8,Coverys,carrier,coverys.com,https://www.coverys.com/,coverys.com.svg
5c1e7134-0e79-4599-a607-76a9e6f0cecf,Diamond State Group,carrier,diamondstategroup.com,https://www.diamondstategroup.com/,NO LOGO
68cd1bf7-1bc0-4619-a452-475f81341afe,Global Indemnity,carrier,global-indemnity.com,https://gbli.com/,global-indemnity.com.png
310a8ce2-7d00-4956-83b6-51ebf4fe77a2,The Doctors Company,carrier,thedoctors.com,https://www.thedoctors.com/,thedoctors.com.svg
fded6792-431f-4a4b-9a87-8739dc9b2f98,Donegal Insurance Group,carrier,donegalgroup.com,https://donegalgroup.com/,donegalgroup.com.jpg
4b6f8d40-8d29-4d5f-8430-893fa98d23b1,Employers,carrier,employers.com,https://www.employers.com/,employerslogobw.png
069de3f5-e53c-48df-944a-fdfc2690408b,Mutual of Enumclaw,carrier,mutualofenumclaw.com,https://mutualofenumclaw.com/,mutualofenumclaw.com.png
5003398d-cc79-47d4-a54f-5723d10ef40c,Encova,carrier,encova.com,https://www.encova.com/,encova.com.png
3644a551-6b24-476c-90e9-f128474003f7,Erie Insurance,carrier,erieinsurance.com,https://www.erieinsurance.com/,erieinsurance.com.svg
fb730b16-7374-4b07-9919-ba2a18c8539a,Everest,carrier,everestre.com,https://www.everestre.com/,everestbw.png
ec56c2cb-a03c-4e73-a17b-3056b79dc9b9,Idaho Farm Bureau Insurance,carrier,idfbins.com,https://www.idahofarmbureauinsurance.com/,idahofarmbureauinsurance.com.png
0a3e46b3-356f-4cca-af52-79d9a4181f7b,Core Specialty,carrier,corespecialtyinsurance.com,https://corespecialtyinsurance.com/,corespecialtyinsurance.com.svg
